Key,Value
Chapter 13 Content,"  <b>78일째</B>

내 개는 이제 살육 기계가 되었다. 예전에는 {heat_tiger_name} 무리가 골칫거리였지만, 이제는 섬광에 눈이 먼 뒤 몇 초 만에 갈가리 찢길 뿐이다.

며칠 만에 고기를 비축하고 이 지역의 육식 크리처 몇 마리를 길들여 유능한 전투 부대를 만들었다.

하지만 예전처럼 함께 식사하려 했을 때 녀석은 으르렁거리며 나를 공격할 뻔했다. 내가 알던 개가 아직 어딘가에 남아 있기는 한 걸까? 어쨌든 대부분의 시간에는 혼자 내버려 두고 있다..."
Chapter 7 Content,"  <b>18일째: 2</b>

놀랍게도 개가 돌아왔다. 입에는 기묘한 주사기를 물고 있었고 {alpino_name} 주위를 돌며 녀석을 빤히 바라봤다.

혼란스럽고 거의 미쳐 버릴 지경이었으며 달리 할 일도 떠오르지 않아 원숭이를 불러 주사기 내용물을 주입했다.

큰 실수였다. 즉시 경련을 일으키고 비명을 지른 뒤 바닥에 쓰러져 움직이지 않았다. 이게 대체 뭐였지? 개가 안락사에 쓰라고 약을 가져온 건가? 녀석은 아무 일도 없었다는 듯 앉아 나를 바라볼 뿐이었다. 주변에 굴러다니던 주사기를 무작정 주입하다니, 내가 무슨 짓을 한 거지? 이제 끝장이다..."
Chapter 8 Content,"  <b>18일째: 3</b>

내 눈을 믿을 수 없었다. 그 주사기 안에는 무엇이 들어 있었던 걸까?

{alpino_name}은(는) 죽지 않았지만 고열과 환각 증세를 보였다. 등에 장갑판이 서서히 솟아나고 꼬리가 굵어지며 {irontail_salamander_name}의 꼬리처럼 변하는 모습을 보니 나까지 환각을 보는 줄 알았다. 놀랍다. 연구할 수 있도록 물질을 조금 남겼어야 했다.

몇 시간 뒤 녀석은 비틀거리면서도 반응할 수 있는 상태로 일어났다. 내 신호를 알아듣고 새 꼬리로 바위를 부수기 시작했다. 진동이 상처를 울려 고통스러웠지만, 이제 나는 자유다. 믿을 수 없다. 자유라고!"
Chapter 14 Content,"  <b>93일째</b>

내 군대는 순조롭게 성장하고 있다. {crystalon_name}이(가) 곁에 있으면 무리의 사기가 높아진다는 사실을 발견해 몇 마리를 대열에 편입했다.

주사기로 크리처 사이의 형질을 옮기는 실험도 하고 있다. 예를 들어 {draconyl_name}에게 {buffalion_name} 추출물을 주입하자 독침이 생겼고, 효과도 대단했다. 다만 죽은 {alpino_name}처럼 내성적으로 변했다. 정말 놀라운 과정이다. 의학에도 응용할 수 있을까?

그 모든 성과에도 이상할 만큼 마음이 공허하고 초창기가 그립다... 심연이 삶의 기쁨을 빼앗아 간 모양이다."
Chapter 15 Content,"  <b>125일째</b>

원정을 시작한 지 넉 달이 넘었다. 심연의 지형은 갈수록 동굴에 가까워지고 습도도 높아진다. 동료가 너무 많아 우회로를 택해야 하지만 어떤 야생 크리처도 감히 우리를 공격하지 않아 차분하게 생태계를 기록하며 나아갈 수 있다.

깊이 약 5,000미터의 중요한 지점에서 지형이 햇빛을 거의 완전히 막아 우리를 영원한 밤에 빠뜨렸다. 생물 발광 식물이 흔해졌고 누군가 지켜보는 듯한 섬뜩한 감각이 따라붙었다.

군대의 힘에는 자신이 있지만, 이상하게도 우리의 여정은 이제 막 시작된 듯하다."
Chapter 16 Content,"  <b>159일째</b>

이 지역의 크리처들은 내 군대를 두려워하지 않는다. 죽음을 무서워하지 않는 것처럼 무작정 뛰어든다. 이해할 수 없다! 붉은 피부와 날카로운 발톱을 가진 흉포한 크리처가 매복해, 죽기 전에 내 크리처를 최소 열 마리나 쓰러뜨리기도 했다. 나를 노렸던 걸까?

어쨌든 크리처의 절반을 잃었고 새로 길들인 녀석은 하나도 없다. 방향을 잡기도 끔찍하게 어렵고 햇빛이 없어 수면 주기는 완전히 망가졌다. 곧 밑바닥에 도착하지 못하면 일이 정말 엉망이 될 것이다."
Chapter 17 Content,"  <b>200일째...인가?</b>

앞에서 빛이 보였다. 환한 초원에 도착한 것 같았다. 햇빛을 못 본 지 몇 주, 아니 몇 달이나 됐다! 모두 황홀한 기분으로 앞으로 달려갔다. 하지만 터널을 빠져나가려는 순간 단단한 것에 부딪혀 뒤로 넘어졌다.

고개를 들자 피로 흠뻑 젖은 거대한 턱을 가진 짐승이 나를 내려다보고 있었다. 방금 부딪힌 것이 놈의 이빨이었나? 혼란 속에 주위를 둘러보고는 공포에 질렸다. 내 크리처가 모두 사라진 것이다. 살아남은 것은 {lantern_hound_name}와(과) 나뿐이었다. 순전히 운이 좋아 놈의 배가 불렀던 모양이다.

이 괴물이 우리 모두를 집단 환각에 가둔 것인가? 이제 내가 상대하는 것은 동물인가, 아니면 진짜 악마인가?!"
Chapter 18 Content,"<b>약 210일째</b>

빛을 보았다. 자연에서 나올 수 없을 만큼 새하얀 빛이었다. 믿을 수 없어 등을 돌려 떠나려 했다. 그런데 빛이 움직였다.

모퉁이를 휘감아 돌며 눈을 멀게 했고, 날카로운 괴성이 어둠을 찢었다. 하운드가 달아났고 나도 팔이 바위에 긁히는 줄도 모르고 필사적으로 뒤따랐다. 제대로 보이지 않았지만 섬광은 점점 밝아지고 그림자는 앞쪽으로 길게 뻗었다. 심장이 미친 듯 뛰는 채 좁은 틈으로 몸을 던졌다. 빛은 느리고 신중하게 뒤따라왔다. 괴물은 소리도 없이 내게서 몇 센티미터 떨어진 곳을 떠다니며 지나갔다. 이제 죽은 목숨이었다.

그때 갑자기 하운드가 짖었다.

빛이 방향을 틀었다."
Chapter 19 Content,"  <b>약 210일째: 2</b>

순식간에 짐승은 {lantern_hound_name}에게 달려들어 몸을 찢기 시작했다. 싸움으로 터널이 흔들렸고 곧 한 구역 전체가 무너져 둘을 덮쳤다.

먼지가 가라앉자 그 크리처는 잔해 아래에 갇혀 몸부림치고 있었다. 움직일 때마다 터널이 어지러운 빛으로 물들었다. 하지만 내 개는 짓눌려 죽었다. 슬픔을 억누르고 돌아서 떠나려 했다. 그러나 멈춰 섰다. 개의 전구마저 없이 혼자 이 동굴을 얼마나 갈 수 있을까? 뒤를 돌아봤다. 괴물은 여전히 무력하게 몸부림치고 있었다.

길들여야 했다. 그렇지 않은가?"
Chapter 20 Content,"  <b>약 214일째</b>

그 뒤 며칠 동안 여분의 먹이를 크리처에게 줬다. 앞으로 {lightbringer_name}이라고 부르겠다. 처음 몇 번은 팔을 물어뜯길 뻔했지만 아무리 처음부터 적대적인 크리처라도 유일하게 먹이를 주는 존재가 나라면 결국은 복종한다. 언젠가는.

온순해진 듯하자 곡괭이로 바위를 부쉈다. 자유가 되는 순간 나를 잡아먹으려 얌전한 척한 것은 아니길 바랐다.

다행히 그러지 않았고 훼손된 개의 사체도 수습할 수 있었다. 언제나 잘 대해 주지는 못했는데도 녀석은 내게 목숨을 바쳤다. 그 개가 없었다면 원정은 2주도 이어지지 못했을 텐데 이제 죽었다... {lightbringer_name}을(를) 풀어 주고 길들였으니, 이제 유일한 친구를 묻어 줄 장소를 찾아야겠다."
Chapter 21 Content,"  <b>약 215일째</b>

{lightbringer_name}의 안내를 받아 부드러운 흙을 찾아 사체를 묻었다. 그때 얼굴에 구멍이 가득하고 머리카락 대신 촉수가 달린 끔찍한 괴물이 위에서 떨어져 무덤을 파헤치기 시작했다.

나는 아무것도 하지 못하고 비명을 질렀다. 괴물은 썩어 가는 내 개의 사체를 파낸 뒤 통째로 삼켰다.

다음에는 내게 달려들 거라고 생각했고, 솔직히 죽을 준비도 되어 있었다. 하지만 그러지 않았다. 온순했다. 그 순간 이해했다. 심연은 나를 죽이려는 것이 아니었다. 나를 무너뜨리려는 것이었다.

이제 내게는 동료가 둘 있다. 내 개를 죽인 자와 그 사체를 먹은 자다."
Chapter 22 Content,"  <b>약 230일째</b>

{trench_crawler_name}의 등에 탈 수 있고 {lightbringer_name}이(가) 길을 비추니 원정을 계속할 수 있다. 그래도 크리처가 둘뿐이라 매복 한 번이면 모든 것이 끝날 수 있다.

그래서 {neuromefos_name}와(과) 마주쳤을 때 공포에 질렸다. 공격 명령을 내리려다 무언가를 내미는 모습을 보았다. {trench_crawler_name}의 등 위에서 안전하게 손을 뻗었다. 그것은... 열매였다.

적대감이 없어 따라오게 두었다. 무엇보다 놀라운 점은 우리가 하는 행동을 전부 흉내 낸다는 것이었다... 소름 끼칠 만큼 인간 같았다. 동굴 벽에는 기묘하지만 무작위가 아닌 무늬를 긁어 새겼다. 무언가를 가르칠 수 있을까?
"
Chapter 23 Content,"  <b>250일째? 260일째?</b>

{neuromefos_name}은(는) 인간 아이보다 빨리 배우며 이미 그림으로 생각을 주고받고 있다. 놀랍다. 도감 항목을 어디서부터 써야 할지조차 모르겠다.

그래도 희망은 점점 사라진다. {lightbringer_name}을(를) 길들인 것은 순전히 운이었고 개의 목숨을 대가로 치렀다. {trench_crawler_name} 역시 우연이었다. 도감 기록에서 보듯 사체에 이끌려 왔다. {neuromefos_name}을(를) 더 찾아볼 수도 있지만 희귀한 듯하다...

이 글을 쓰는 순간 내 {neuromefos_name}이(가) 매우 공격적인 {head_piercer_name} 한 마리와 함께 그림자 속에서 나타났다. 길들인 것이 분명한데 어떻게? 나를 보며 배운 것일까? 어쩌면 내 모험은 아직 끝나지 않았는지도 모른다..."
Chapter 24 Content,"  <b>300일째? 330일째?</b>

{neuromefos_name}와(과) 나는 더 많은 크리처를 길들였다. 놀랍게도 녀석은 간단한 생각을 읽고 쓰는 법까지 배웠다. 연결 관계를 파악하는 속도가 경이롭다.

게다가 불가능에 가까운 확률을 뚫고 동족 무리를 만났다. 무척 기뻐했지만 교류하는 모습을 보니 녀석의 이야기를 들은 뒤 거부당한 것 같다. 그들은 다시 나타나지 않았다...

문득 의문이 들었다... 일지만 가지고 돌아갈 생각이었는데 동료 학자들이 모두 허황된 이야기로 치부하면 어쩌지? 더 나쁘게는 나까지 배척한다면? 그럴 수는 없다. 밑바닥을 조사한 뒤 살아 있는 표본을 가지고 돌아가겠다. 가능한 한 많이."
Chapter 25 Content,"  <b>며칠째인지 세는 것을 포기했다</b>

이 일지에 글을 쓰지 않은 지 꽤 됐다. 안타깝다. 제정신을 유지할 수 있었던 이유가 바로 이 일지였던 것 같다. 어쨌든 밑바닥에 도달할 때까지 무슨 일이 있어도 계속 가겠다.

마지막 기록 이후 인간의 정신으로 감당해서는 안 될 것들을 마주했다. 그런데도 나는 연구하고 보고하고 기록한다. 말로 표현할 수 없는 흉물, 심연에 자신을 바치고 시간을 뜻대로 휘게 한 인간, 움직임만으로 대지를 뒤흔드는 거대 크리처... 그 모든 것과 그 이상을 상대했다.

하지만 동시에 이 모든 것은 현실이라기엔 너무 기이하다. 내 정신마저 의심하기 시작했다. 정말 이 모든 일이 일어났던 걸까? 나 자신을 잃고 싶지 않다..."
Chapter 26 Content,"  <b>최소 1년 반</b>

끝났다. 밑바닥에 도달했다. 모든 터널이 이곳으로 이어지는 듯하다. 발광 식물과 수정의 황금빛에 잠긴 넓고 고요한 공간이다. 햇빛 아래 서 있는 기분이 든다.

도착하자마자 아름다운 크리처 한 마리가 눈길을 사로잡았다. 나비 같은 세 쌍의 날개로 꽃 사이를 우아하게 날아다녔다. 같은 종은 한 번도 보지 못했으니 대단히 희귀할 것이다. 즉시 붙잡고 싶다는 충동이 들었다.

하지만 다가가던 중 가장 두려워했던 존재와 마주쳤다. 또 다른 인간이었다."
Chapter 29 Content,"  <b>상승: 0일째</b>

다시 지상으로 돌아갈 기회를 이번에는 나와 함께 시도해 보자고 제안했지만 그는 거절했다. 좋다. 발견을 세상과 나누느니 이 아래에서 썩기를 택한다면 그의 선택이다.

그래서 내가 직접 크리처를 데려가겠다고 말했는데... 넘겨주지 않겠다고 한다! 원하는 만큼 연구해도 좋다고 한다. 그는 이해하지 못한다. 내게는 진짜가 필요하다. 나만을 위해서가 아니라 온 인류를 위해서!

'돌아가는 건 불가능해. 나도 시도해 봤어.' 그가 말했다. 겁쟁이. 그는 포기했다. 나는 아니다. 저 크리처는 내가 가질 자격이 있다.

내일 데려가겠다. 그가 끝내 하지 못한 일을 내가 해내겠다."
Chapter 27 Content,"  <b>최소 1년 반: 2</b>

또 다른 인간이다! 제대로 된 장비와 크리처 팀을 갖춘, 멀쩡히 기능하는 진짜 사람. 돌연변이도 광기도 없다. 그저... 인간이다. 또 환각을 보는 걸까? 깊이가 10킬로미터도 넘는데 대체 어떻게 여기까지 내려온 거지?

그도 나를 보고 똑같이 충격받은 듯했다. 그래도 1년이 넘는 고독 끝에 내가 원한 것은 그저 접촉이었다.

그는 5년 전 아내와 함께 원정을 시작해 지난 3년 동안 이곳에 머물렀다고 한다. 아내가 죽은 뒤 지상으로 돌아가려 했지만 한 번도 성공하지 못했다. 다른 선택지가 없어 더 깊이 내려갔고, 마침내 정서적으로 의지할 크리처를 발견했다. 그는 녀석을 {specimen_name}이라고 부른다.

그리고 그 크리처는 바로 내가 앞서 본 동물이었다."
Chapter 28 Content,"  <b>최소 1년 반: 3</b>

눈을 믿을 수 없다! 그의 {specimen_name}은(는) 상처를 치유할 수 있다! 증명해 보이겠다며 그 남자는 내 눈앞에서 자기 팔을 베었다. 크리처가 핥자 조직이 믿을 수 없는 속도로 재생되었다. 이런 것은 처음 본다! 그에 따르면 감염까지 치료할 수 있다고 한다. 그가 지금까지 살아남은 이유를 알겠다.

아무리 강조해도 부족하다. 이것은 기적이다. 수많은 목숨을 구할 수 있을 뿐 아니라 연구를 통해 의학에 혁명을 일으킬 수도 있다!

반드시 지상으로 데려가야 한다. 이 발견과 함께 돌아가면 지상의 모두가 우리 이름을 알게 될 것이다! 내 원정은 헛되지 않았어!!"
