Key,Value
Free Fall,자유 낙하
Venom,맹독
Smoke Bomb,연막탄
Overheat,과열
Death Stare,죽음의 응시
Weak Sting,약한 독침
Toxic Lick,맹독 핥기
Cruelty,잔혹함
Hallucinogen,환각제
Cloning,복제
Call of the Void,공허의 부름
Blinding Flare,눈부신 섬광
Defecation,배설
Chomp,덥석 물기
Shred,찢어발기기
Glare,노려보기
Tongue Fury,혀의 격노
Critical Strike,치명타
Blight,황폐화
Headbutt,박치기
Tidal Wave,해일
Pathfind,신호탄
Savagery,야만성
Rebirth,환생
Blood Surge,피의 쇄도
Lifepulse,생명의 파동
Neural Accumulation,마지막 반전
Curse of the Void,공허의 저주
Beacon,봉화
Sightless Swipe,눈먼 휘두르기
Echolocate,반향정위
Pounce,덮치기
Preparation,준비
Vilespine,맹독 가시
Contagion,전염
Screech,괴성
Harden,경화
Chrysalis,번데기
Stunning Blow,기절 일격
Guard,방어
Petrification,석화
Shells Up,껍질 세우기
Plate Slam,갑각 강타
Armored Tackle,장갑 태클
Ironhead,강철 머리
Snooze,선잠
Snowplough,제설 돌진
Acceleration,가속
Swift Paw,날쌘 앞발
Multi-Scratch,연속 할퀴기
Bottom Feed,바닥 먹이
Dominance,지배
Tough Up,단단해지기
Liquid Death,사린 분사
Web-Weaving,거미줄 짜기
Pleading Face,애처로운 표정
Last Whisper,마지막 속삭임
Tackle,태클
Pestilence,역병
Flu,독감
Swift Jaws,날쌘 턱
Whirlwind,게걸스러운 격노
Anesthetic Gas,마취 가스
Ink Splatter,먹물 튀기기
Fortified Assault,철벽 돌격
Furious Fangs,성난 송곳니
Glorious Roar,영광의 포효
Double Injection,이중 주입
Overwhelming Chaos,회오리 군집
Lightstorm,빛폭풍
Leech Bite,거머리 이빨
Predatory Strike,포식자의 일격
Hammer Tail,망치 꼬리
Bell Gong,종 울리기
Spine Volley,가시 일제사격
Flail Tail,철퇴 꼬리
Heavy Paw,묵직한 앞발
Affliction,고통
Group Roar,집단 포효
Horror Scream,공포의 비명
Acid Spray,산성 분사
Exo Gnaw,외골격 갉기
Acid Wave,산성 파도
Claw Barrier,발톱 장벽
Piercing Gaze,꿰뚫는 시선
Gigaton Press,기가톤 압박
Healing Spout,치유 분수
Ascension,승천
Snowpile,눈더미
Frostbite,동상
Mistcall,안개 부름
Lunar Call,달의 부름
Growl,으르렁
Malice,악의
Icewave,얼음 파도
Poisoned Scales,독성 비늘
Patience,인내
Razorpetal,칼날꽃잎
Soil Absorption,토양 흡수
Dig,땅파기
Laceration,열상
Discharge,방전
Electric Shock,감전
Herbfinder,약초 탐색
Pushback,밀쳐내기
Excitement,흥분
Chillwind,한풍
Collision,충돌
Time Paradox,시간 역설
Time Sheer,시간 절단
Rewind,세계선 이동
D-Mail,D-리셋
Time Rip,시간 균열
Time Ripple,시간 파문
Pandemic,대유행
Awakened Punch,각성의 주먹
Slumbersmash,수면 강타
Quiet Death,고요한 죽음
Night Terror,야경증
Demontime Sleepwalk,밤의 악마
Hypnoscreech,최면 파동
Unhinged Wrath,이성을 잃은 분노
Extermination,박멸
Subdue,굴복
Primal Rage,원초적 분노
Second Wind,새 힘
Fury,격노
Hope's End,희망의 끝
Primal Instinct,원초적 본능
Double Kick,양발차기
Hoof Stomp,발굽 짓밟기
Rallying Cry,결집의 함성
Overconfindence,과신
Self-Sacrifice,자기희생
Scourge,재앙
Devour,집어삼키기
Trick Hit,속임수
Boldness,대담함
Belly Drum,뱃가죽 북소리
Drone Charge,드론 돌진
Traumatizing Sight,공포스러운 광경
Claw Swipe,발톱 휘두르기
Tranq Bite,마취 이빨
Emptiness,공허
Abyssal Growth,심연의 성장
Shell Fragments,파편 엄폐
Shell Steal,껍질 강탈
Internecine War,동족상잔
Overwhelm,압도
Abominable Smash,적개심
Neoplasia,종양 증식
Desperate Fury,필사적 격노
Helpless Jaws,무력한 턱
Kick,걷어차기
Ruthlessness,무자비
Protective Instinct,보호 본능
Burden Carrier,짐꾼
Wing Slash,날개 베기
Silence,정체성 말소
Complete Hypnosis,완전 최면
Hive Assault,무리 공격
Narcotic Spray,마약성 분사
Dreamland Express,기절
Blunt Hit,둔중한 일격
Stubbornness,고집
All-Out Attack,총공격
Shell Bash,껍질 강타
Blind Nib,눈먼 쪼기
Crystallization,결정화
Brawl,난투
Crystal Charge,수정 돌진
Trickery,책략
Getaway,도주
Last Stand,최후의 저항
Death Stoop,죽음의 급강하
Left Claw,왼쪽 집게
Right Claw,오른쪽 집게
Choke Hold,목 조르기
Flying Punch,비상 펀치
Uppercut,어퍼컷
Blizzard,눈보라
Controlled Kick,절제된 발차기
Black Hole,블랙홀
Hidden Power,숨겨진 힘
Malediction,저주
Disable Last Move,방해
Claw,발톱
Poison Claw,독 발톱
Paralyzing Claw,쿠라레 이빨
Gas Mask Poison,둔화 주입
Paralytic Agent,마비 물질
Numbing Gas,쿠라레 방출
Bone Freeze,뼛속 동결
Pursuit,추격
Onslaught,맹공
Hail,우박
Scythe Swipe,낫 휘두르기
Sharp Claw,날카로운 발톱
Risky Thrust,대담한 붙잡기
Rock-Hard Plates,암석 장갑판
Fog of War,전장의 안개
Mutated Strike,변이 일격
Evolve,진화
Paradigm Shift,패러다임 전환
Needle Bite,바늘 이빨
Parting Gift,작별 선물
Miracle Lick,기적의 핥기
Submerge,잠수
Implosion,내파
Horn Skewer,뿔 꿰기
Oppression,억압
Iceleech,얼음 거머리
Omnipressure,전방위 압박
Press,압박
Disease,질병
Tranq Claw,마취 발톱
Narcotic Emission,마취제 방출
Narcotic Scales,마취성 비늘
Sleeping Injection,수면 탄환
Narcotic Lick,마취 핥기
Anesthesia,마취
Sedation,진정
Lash,덩굴 채찍
Hyperimpact,초충격
Sonic Boom,소닉 붐
Adrenal Rush,아드레날린 쇄도
Meek Kick,소심한 발차기
Distraction,주의 분산
Risky Whirl,위험한 회전
Acidic Slime,산성 점액
Water-Skiing,수상 스키
Splash,물보라
Tonic,강장제
Medicine,약
Fulmination,폭발
Black Breath,검은 숨결
Quick Nap,쪽잠
Stimulants,흥분제
Trampling,짓밟기
Supersonic Sweep,초음속 휩쓸기
Deadly Claw,치명적인 발톱
Wild Sense,야생의 감각
Tempo,템포
Kinetic Step,기민한 발놀림
Lightning Speed,번개 같은 속도
Max Effort,전력
Hibernation,동면
Knuckle Punch,너클 펀치
Jab Cross,잽 크로스
Group Cover,집단 엄호
Shield,장벽
Rally,집결
Smash,내려치기
Sprint,질주
Barricade,바리케이드
Swift Punch,날쌘 주먹
Critical Hunt,치명적 사냥
Bloodbath,피바다
Haunt,피의 갈망
Venom Charge,맹독 돌진
Patient Guard,똬리 틀기
Toxi Chitin,맹독 키틴
Toxic Splash,오물 투척
Dismemberment,사지 절단
Terror,공포
Grim Example,본보기
Fear Feast,공포 포식
Heavy Slash,묵직한 베기
Stalking,추적
Ancestral Force,선조의 힘
Void Surge,공허 쇄도
Power Wave,힘의 파동
Patient Assault,맹렬한 돌격
Swarm Assault,군집 돌격
Exploit Flaws,상처 찌르기
Parasitic Harvest,기생 수확
Swarm,아수라장
Quick Dive,빠른 잠수
Organic Shell,유기체 껍질
All Hands On Deck,전원 전투 배치
Somersault,공중제비
Bonk,콩
Safe Hit,움츠리기
Shelter,피난처
Snappy Dart,날렵한 돌진
Deadly Poison,자라나는 독침
Footwork,발재간
Gallop,질주
Buck,뒷발차기
Rodeo,로데오
Effort,허우적대기
Wind Down,긴장 풀기
Trap Tail,꼬리 덫
Defensive Stance,방어 태세
Perfect Parry,완벽한 받아넘기기
Defend,귀갑진
Noble Sacrifice,숭고한 희생
Charge,돌진
Noxious Fury,독성 격노
Fatal Sting,치명적인 독침
Vital Shell,골수 성장
Living Wall,살아 있는 벽
Great Barrier,대장벽
Cement,굳히기
Pollinate,수분
Nectarify,꽃꿀 만들기
Adrenaline Shot,아드레날린 주사
Transfusion,수혈
Renewal,부스터 주사
Self-Devour,자기 포식
Blood of Eternity,영원의 피
Regurgitate,토해내기
Illumination,계시
Lazy Kick,게으른 발차기
Hoof Kick,발굽차기
Liberation,해방
Rebellion,반란
Toxin Bomb,독소 폭탄
Nanostinger,나노 독침
Plagueburst,역병 폭발
Shaking Screech,진동 괴성
Overdose,과다 투여
Peck-Peck,연속 쪼기
Stone Beak,돌부리
Stagger,휘청이기
Big Peck,대왕 쪼기
Infected Lick,감염된 핥기
Biosublimation,생체 승화
Melody,선율
Sugary Sap,달콤한 수액
Burrow,굴파기
Team Tactic,팀 전술
Stall,버티기
Virulence,독성
Flex,근육 자랑
Reinforcement,증원
Rageplate,분노의 장갑판
Kinetitoxin,운동독
Venom Sting,독침
Self-Cleaning,자가 세척
Cartwheel,옆돌기
Flipside,반전
Reactive Stab,반응 찌르기
Pinpoint Stab,정밀 찌르기
Bolas Throw,올가미 투척
Recoil,반동
Boulder Barrage,바위 연사
Straining Speed,무리한 가속
Poison Pellet,독 새총
Ineffable Horror,형언할 수 없는 공포
Mindless Rage,맹목적 분노
Silencing Wail,침묵의 울부짖음
Queen's Blessing,여왕의 축복
Mind Control,정신 지배
Aberrant Roar,변이의 포효
Violent Assault,맹렬한 돌격
Void Domain,공허의 영역
Doom Unleashed,해방된 파멸
Sleeping Lash,수면 채찍
Tornado Vines,회오리 덩굴
Bubbling Rage,끓어오르는 분노
Violent Storm,맹렬한 폭풍
Perfect Storm,완벽한 폭풍
Injection,주입
Bone Form,
Swift Regrowth,신속 재생
Whip Stinger,채찍 침
Subterfuge,교란 작전
Overdrive,과부하
Hyper-Stinger,독침 과부하
Volte-Face,돌변
Pinpoint,피부 감각
Atomic Breath,원자 숨결
Auto-Nib,자가 물기
Gather Shells,껍데기 수집
Tighten Silk,실크 엮기
Sharpen Puppet,인형 벼리기
Toxic Bite,맹독 물기
Clumsy Bump,서투른 몸통박치기
