Key,Value
Lantern Dog Fun Fact,수영 실력이 매우 뛰어나다.
Lightbringer Fun Fact,죽은 뒤에도 빛이 최대 12시간 동안 꺼지지 않는다.
Maniaruk Fun Fact,구역질 반사가 없다.
Masked Howler Fun Fact,숨결이 얼음처럼 차갑다.
Maskol Fun Fact,머리의 무늬는 모든 개체가 완전히 똑같다.
Mimilang Fun Fact,혀에서는 실제로 과일 맛이 난다.
Monomono Fun Fact,눈이 하나뿐인데도 어떤 방식으로인지 거리감을 인지한다.
Naked Worm-Newt Fun Fact,각 촉수에는 아주 작은 뇌가 따로 있다.
Neuromefos Fun Fact,"<align=""right""><color=#9c1b08><i>죽은 자는 잊혀야 한다. 그림에서 얼굴을 숨기면 도움이 된다"
Nightwalker Fun Fact,등의 불빛을 깜박여 동족과 소통한다.
Oviparis Fun Fact,다른 오비파리스의 알은 절대 훔치지 않는다.
Pachi Fun Fact,환각 효과를 즐기려고 일부러 스포어플랜트의 냄새를 맡는다.
Parapandion Fun Fact,둥지를 노리는 포식자를 유인하기 위해 아기의 울음소리를 흉내 낸다.
Peacarp Fun Fact,주요 천적은 샤이니트레일 샤크다. 무늬를 보고 겁먹을 만큼 영리하지 않기 때문이다.
Pillar Pole Fun Fact,완전히 수생인 올챙이로 삶을 시작한다.
Scaly Dragon Fun Fact,목에 작은 구멍이 있어 압력 변화를 감지할 수 있다.
Shinytrail Shark Fun Fact,가족이 남긴 흔적을 알아볼 수 있다.
Shroomzard Fun Fact,등 위에 작은 새들이 살기도 한다.
Silent One Fun Fact,아무도 보고 있지 않을 때만 움직인다.
Silk Beetle Fun Fact,가장 튼튼한 실크 비틀의 거미줄은 임시 해먹으로 쓸 수 있다.
Silver Hornet Fun Fact,독침을 잃으면 죽는다.
Sporeplant Fun Fact,냄새를 맡고 환각 효과를 느끼는 크리처도 있다.
Stingslug Fun Fact,서로를 가볍게 쏘는 방식으로 번식한다.
Swordbird Fun Fact,바닷물을 마실 수 있다.
Tideweaver Fun Fact,가끔 돌고래처럼 물 밖으로 뛰어오른다.
Trench Crawler Fun Fact,직립 자세와 어깨에 사람을 태우는 법을 가르칠 수 있다.
Tricaudal Hyena Fun Fact,꼬리끼리 갈아 날을 세운다.
Trypognath Fun Fact,순수한 물은 이들에게 강한 독이므로 먹잇감의 체액에서 무기질을 얻는다.
Tuba Bear Fun Fact,입으로는 숨을 쉴 수 없다.
Walrus Fish Fun Fact,뻣뻣한 털이 불순물을 걸러 내는 천연 필터 역할을 한다.
Waterwary Fun Fact,전속력으로 달려도 물을 한 방울도 흘리지 않는다.
Windgull Fun Fact,뒤로 날 수 있다.
Woolly Tamaraw Fun Fact,녀석들은... 웃을 수 있다.
Former Human Fun Fact,수 킬로미터 떨어져 있어도 발견된 장소 쪽을 자주 바라본다.
Lantern Hound Fun Fact,랜턴 독은 빛을 깜박여 소통하지만 랜턴 하운드는 그러지 않는다.
Tyranorat Fun Fact,소화관 전체에 이빨이 돋아 있다.
Plant of Might Fun Fact,완력의 열매 하나에는 인간에게 치명적인 양의 비타민 C가 들어 있다.
Arachnotongue Fun Fact,"피와 침, 척수액이 모두 같은 물질이다."
Swamp Beast Fun Fact,상처를 소독하면 오히려 치유가 늦어진다.
Spinehog Fun Fact,무리의 대형을 20가지 넘게 확인했다.
Marter Fun Fact,자신이 판 장소를 전부 기억한다.
Hipponimus Fun Fact,눈이 다시 자랄 수 있다.
Gumursa Fun Fact,통증을 느낄수록 가시가 더 빨리 자라는 듯하다.
Elk Fun Fact,고통을 느끼거나 죽기 직전이면 자신이 내뿜은 가스를 다시 들이마신다.
Dipteranae Fun Fact,혀는 침에 계속 녹아내리지만 때맞춰 재생된다.
Phiopoda Fun Fact,위협으로 여기지 않는 모든 크리처에게 미소를 짓는다. 우호적인 인간도 포함된다.
Shell Cat Fun Fact,군체는 {cat_name}이(가) 자는 동안 위험을 알린다.
Shell Panther Fun Fact,부서진 껍질 조각이 가끔 떨어져 나가지만 시간이 지나면 서서히 재생된다.
Quetzi Fun Fact,일반적인 뱀과 달리 허물을 벗지 않는다.
Quetzarion Fun Fact,발톱에는 맹독이 있지만 눈은 독성이다.
Lumi Fun Fact,작은 연못의 수면을 뒤덮은 모습을 볼 수 있다.
Bell Rat Fun Fact,먹이사슬에서 가장 큰 경쟁자는 {hell_rat_name}이다.
Rocky Devil Fun Fact,긴 다리 덕분에 얕은 물을 힘들이지 않고 성큼성큼 건널 수 있다.
False Yeti Fun Fact,거의 모든 냄새를 식별하고 추적하도록 훈련할 수 있다.
Furball Fun Fact,털에는 물이 스며들지 않는다.
Lumi Swarm Fun Fact,군집의 중심부는 외부와 완전히 단절되어 있다.
Bull Weevil Fun Fact,모든 곤충 가운데 가장 복잡한 의사소통 능력을 지녔다.
Colossal Clawed Spider Fun Fact,거미와 갑각류의 특징을 모두 지녔지만 지능은 어느 쪽보다도 뛰어나다.
Blood Grub Fun Fact,머리는 박하 사탕 맛이 난다.
Blood Angel Fun Fact,다른 승천한 크리처와 달리 이전 형태에 조금의 공감도 보이지 않는다.
Escarneige Fun Fact,입맛이 매우 까다롭고 맛있는 음식을 즐긴다.
Electro Lizard Fun Fact,뿔의 자기장을 나침반처럼 이용해 방향을 잡는다.
Nenukwak Fun Fact,"{nenukwak_name}마다 좋아하는 돌이 하나씩 있으며, 잃어버리면 몹시 슬퍼한다."
Carnitrap Fun Fact,"개체의 3분의 1은 수컷, 3분의 1은 암컷, 나머지는 스스로 수정할 수 있는 자웅동체다."
Nostroptere Fun Fact,어린 개체는 성체보다도 가학적이다.
Cervibois Fun Fact,으르렁거림은 학습된 행동이며 새끼에게 직접 가르친다.
Sky Whale Fun Fact,{skywhale_name} 조직 1세제곱미터의 무게는 약 1.3킬로그램이다(20°C 기준).
Thousand-Year Deer Fun Fact,"잠들지 않으며, 심연에서 별이 보이는 곳이라면 밤새 별을 바라본다."
Tadwhale Fun Fact,"자외선, 적외선, 편광을 놀라울 정도로 민감하게 감지하지만 초록색과 빨간색은 구분하지 못한다."
Tongue Biter Fun Fact,나무가 갈기갈기 찢겨 있다면 근처에 있을 가능성이 높다. 나무를 찢으며 무는 힘을 단련하기 때문이다.
Weeper Fun Fact,의식을 잃지 않고는 자신의 심장을 완전히 파괴할 수 없다.
Shadow Moth Fun Fact,아무 이유 없이 큰 폭발음이 들린다면 {shadow_moth_name}이(가) 음속 장벽을 돌파한 소리일 가능성이 높다.
Blood Dog Fun Fact,등의 집게 기관으로 동굴 천장에 매달릴 수 있다. 그때는 피를 걸쭉하게 만들어 출혈을 막는다.
Polro Fun Fact,서로 마주치면 누가 어느 쪽으로 비켜설지 정하느라 몇 분씩 걸리기도 한다.
Starter Ant Fun Fact,군체는 여왕개미가 아니라 암수 한 쌍이 이끈다.
Ant Evolution Fun Fact,미각과 후각이 없다.
Chasm Horror Fun Fact,어떤 지형도 통과할 수 있는 몸이라 달아나기가 더욱 어렵다...
Starter Chicken Fun Fact,낙타만큼 오랫동안 물 없이 버틸 수 있다.
Chicken Evolution Fun Fact,괴성은 5Hz의 저주파부터 50kHz가 넘는 고주파까지 여러 배음 주파수를 포함한다.
Ghost Fox Fun Fact,귀 한 쌍마다 서로 다른 주파수 영역에 맞춰져 있다.
White Reaper Fun Fact,먹잇감의 사체가 얼어붙어 잘 상하지 않으므로 자주 사냥할 필요가 없다.
Meatgrazer Fun Fact,"죽은 동족을 매장하며, 매장지에는 종양이 자라지 않는 듯하다."
Black Mermaid Fun Fact,독성이 너무 강해 물속으로 가라앉는 희생자를 다른 크리처가 먹으면 그 크리처마저 기절한다.
Titanoros Fun Fact,판을 자라게 하려면 초식 위주의 식단에 많은 사체 뼈를 보충해야 한다.
Coocoo Fun Fact,머리가 잘린 {coocoo_name}도 굶어 죽을 때까지 살아남으며 여전히 매우 위험하다.
Needlefang Fun Fact,심하게 다쳐 회복할 가망이 없는 {needlefang_name}은 동료들이 고통을 끝내 주는 경우가 많다.
Eye of the Abyss Fun Fact,가까이 다가갈수록 습도가 올라가며 결국 100%에 이른다.
Karkoplid Fun Fact,일주일에 한 번꼴로 검은 진주를 뱉어 낸다.
Xiphonoir Fun Fact,매우 청결하며 털에 묻은 피와 기생충을 끊임없이 제거한다.
Namorphid Fun Fact,돌연변이율이 높아 엄청난 수의 종양이 생기지만 언제나 회복된다.
Former Pioneer Fun Fact,그녀의 일지를 발견했다. 알아볼 수 있는 내용은 거의 없지만 마지막 문장은 이렇다. '그 아이가 무사했으면 좋겠다.'
Colossus Fun Fact,지상에서 진앙지가 정확히 같은 지진이 여러 차례 기록되었다. 그 위치가 이 괴물의 둥지일지도 모른다.
Orphan Colony Fun Fact,군체를 이루는 민달팽이의 식성은 모두 같지 않다. 완전한 초식성 개체도 있다.
Eye of the Abyss Abomination Fun Fact,조직을 분석한 결과 약 100년 된 개체들이었다. {eye_of_the_abyss_name}의 살점에서는 그렇게 확실한 결과가 나오지 않았다.
Mummified Teammates Fun Fact,미라가 된 {swamp_beast_name}도 평범한 개체처럼 자신의 고통을 즐기는 듯했다. 아직 자아를 완전히 잃지는 않았다는 뜻이다...
Fetus Fruit Fun Fact,"어미의 가지 속 수액과 비슷하지만 점성은 낮은, 기묘하게 빛나는 양수 속에 잠겨 있었다."
Living Tumor Fun Fact,귀를 찢는 긁는 소리를 내며 끊임없이 돌을 파고들려 했다.
Son of the Abyss Fun Fact,"빛나거나 금속으로 된 물건, 특히 죽은 탐험가의 장비를 모아 쌓아 두었다..."
Abominable Son Fun Fact,먹는 것만으로 이 모든 돌연변이를 유지할 수는 없다. 다른 기묘한 공급원에서 유기물을 얻는 방법이 있었음이 분명하다.
Elder Tongue Biter Fun Fact,혀가 너무 커서 근육이 파도처럼 수축하며 내부의 피를 순환시킨다.
Greatshell Krill Fun Fact,이 단계에서는 섭취 열량의 절반가량을 서로 잡아먹어 얻는다.
Perfect Son Fun Fact,몸 전체가 약 한 시간 만에 분해되어 연구할 기회조차 없었다.
Speciment Fun Fact,수컷인지 암컷인지 판별할 수 없었다.
Skull Crab Fun Fact,알에도 털이 나 있다.
Marafuu Fun Fact,울음소리가 새와 매우 비슷하다.
Silver Beetle Fun Fact,나이가 들수록 빛깔이 금색에 가까워진다.
Sand Leviathan Fun Fact,이빨은 계속 자라 주기적으로 교체되지만 새 이빨의 모양이 이전 것과 항상 같지는 않다.
Snow Kangaroo Fun Fact,과일을 먹기 전에 최선을 다해 껍질을 벗긴다.
Mamoswine Fun Fact,지극히 끈적한 점액을 만들어 적에게 곧장 코로 뿜어 혼란시킨다.
Hamster Fun Fact,평범한 햄스터처럼 가끔 자기 새끼를 잡아먹는다...
Aberration Fun Fact,어떤 상황에서도 심장은 분당 약 30회의 일정한 속도로 뛴다.
Wolfuwa Fun Fact,각막의 형태를 크게 바꿔 아주 먼 곳의 세부까지 구별할 수 있다.
Tusked Gecko Fun Fact,짝을 찾을 때는 더 신중하게 고를 수 있도록 침의 진정 효과가 사라진다.
Leposiodon Fun Fact,{tideweaver_name}들과 매우 잘 어울린다.
Skrimp Fun Fact,연못이 지나치게 붐비면 일부 {skrimp_name}은(는) 새 보금자리를 찾아 육지로 나선다.
Snail Fun Fact,버려진 {snail_name} 껍질은 한 시간쯤 지나면 색을 잃는다.
Ancient One Fun Fact,하루에 물을 수백 리터씩 마시지만 땀 외의 방식으로는 액체를 전혀 배출하지 않는다.
Candy Ram Fun Fact,심연의 동물 중 상당수가 털에 어느 정도 알레르기 반응을 보인다.
Gazebud Fun Fact,가끔 곤충이 몸에 내려앉기도 한다. 수분을 위해 일부러 곤충의 방향 감각을 흐트러뜨리지 않도록 '선택'하는 것일까?
Fayardam Fun Fact,홀로 사는 듯 보이지만 실제로는 무리를 이룬다. 자주 모이지 않고도 울음과 냄새로 소통한다.
Crookpoach Fun Fact,막은 발자국이나 아주 멀리 있는 동족의 울음처럼 미세한 진동도 감지한다.
Vanta Panther Fun Fact,훌륭히 싸운 상대의 사체는 먹지 않는다.
Tunnel Devil Fun Fact,날개를 높은 주파수로 진동시켜 위협적인 소리를 낸다.
Tortoa Fun Fact,낳은 알의 절반은 포식자를 속이기 위한 가짜다.
Lophotherium Fun Fact,가끔 팔굽혀펴기를 하는 모습이 보이지만 대개 금방 포기한다.
Crocodile Fun Fact,위협을 느끼면 홍채가 초록색으로 변한다.
Monarch Sloth Fun Fact,다른 {monarch_sloth_name}이(가) 만든 형상을 부수거나 훔치기도 한다.
Rhino Fun Fact,폭풍이 너무 거세지면 몸을 공처럼 둥글게 만다.
Poison Reptile Fun Fact,날씨와 자원의 양에 따라 변온성과 정온성을 오갈 수 있다.
Giraffe Fun Fact,아직 알 수 없는 이유로 특정 크리처의 목숨을 살려 주기도 한다.
Crazoar Fun Fact,맹독 증상 중 하나는 고열이다. 그 덕분에 먹잇감을 핥을 때 더 많은 열을 얻는다.
Pinky Fun Fact,한 번 지나간 토양은 최대 2주 동안 오염될 수 있다.
Hivebearer Fun Fact,새끼가 태어나면 부모의 군집끼리 싸워 어느 쪽이 새끼를 식민화할지 결정한다.
Dolphin Fun Fact,판이 워낙 빠르게 자라고 떨어져 나가 호수 바닥의 작은 동물들이 그 조각을 보호구로 쓰는 일이 흔하다.
Tapamir Fun Fact,불안할 때 과식하는 경향이 있다.
Protector Fun Fact,지배적인 개체일수록 영토는 작지만 더 높은 바위들로 이루어져 있다.
Armor DL4 Fun Fact,죽은 개체의 뼈가 살아 있는 개체의 조직에 직접 닿으면 골화를 일으키기도 하지만 항상 그런 것은 아니다.
Chompillar Fun Fact,삶 전체가 먹는 일을 중심으로 돌아가는데도 먹이를 찾거나 확보하는 데 놀라울 만큼 서툴다.
Detritus Sweeper Fun Fact,{lumi_name}의 빛을 특히 좋아하는 듯하다.
Ouroboros Eel Fun Fact,살은 다른 종에게 영양가가 거의 없는 듯해 수수께끼만 더한다...
Equinos Fun Fact,물속에서 잠들 수 있으며 약 7분마다 숨을 쉬러 수면으로 올라온다.
Rocky Dino Fun Fact,고기를 '조리'하는 기술 덕분에 다른 포식자가 먹기엔 너무 질기거나 뼈가 많은 종도 먹을 수 있다.
Stonepecker Fun Fact,굴을 팔 때 침으로 돌가루를 뭉쳐 눈이나 호흡기로 들어가는 것을 막는다.
Stone Larva Fun Fact,일부 터널은 빗물을 빼내 거주하는 바위가 잠기지 않게 하는 배수관 전용이다.
Luminoscorpius Fun Fact,왼쪽 집게에 독이 없는 개체도 있다.
Anemonis Fun Fact,이유는 알 수 없지만 가끔 모든 개체가 동시에 움직여 호수 수면에 거대한 파도를 만든다.
Centipede Fun Fact,냄새는 희생자에 따라 미묘하게 달라진다. 경고를 받은 {centipede_name}은(는) 무엇을 사냥하는지 파악하고 접근 방식을 바꿀 수 있다.
Bulb Crocodile Fun Fact,갓 태어났을 때 질병에 감염되지 않으면 오히려 그 질병으로 죽는다.
Tiger Zebra Fun Fact,포식자에게 맞서 싸우는 크리처는 보호하지 않는다.
Mulaba Ray Fun Fact,{shell_cat_name}을(를) 몹시 두려워한다.
Ulupara Fun Fact,"자연에서는 {mushroom_salamander_name}와(과) 마주칠 일이 없지만, 서식지에 한 마리를 데려가면 주위로 모여 어디든 따라다닌다. "
Palm Tree Fun Fact,끊임없이 휘파람 소리에 노출되면 더 빨리 자란다.
Bloatfly Fun Fact,다른 크리처에게 일부러 곧장 날아가 들이받는 괴롭힘 수법을 쓴다.
Diplocaulus Fun Fact,위협을 느끼면 등의 가시가 실제로 더 크게 자랄 수 있다.
Porpid Fun Fact,"새끼는 기능하는 눈을 가지고 태어나지만, 생후 6주가 되면 눈이 쪼그라들어 떨어져 나간다."
Blessed Grimjaw Fun Fact,"평범한 {grimjaw_name}들은 모두 똑같은 ‘성격’을 지녔지만(성격이랄 것이 있다면), 축복받은 개체들 사이에는 미묘한 차이가 있는 듯하다..."
Alpha Grimjaw Fun Fact,가끔 부하들에게 먹이를 미리 씹어 놓으라고 강요한다.
Blessed Grimjaww Fun Fact,"{alpha_grimjaw_name}이(가) 축복받으면 휘하의 {grimjaw_name}들은 새 우두머리를 찾아 나서지만, 좀처럼 받아들여지지 못한다."
Grimjaw Hive-Queen Fun Fact,여왕은 필요한 양보다 훨씬 많은 먹이를 요구한다. 주변의 생명체를 모조리 죽여 버린 군체가 계속 바깥으로 세력을 넓힐 수밖에 없는 이유다.
Neuromefos Society Greatshell Fun Fact,부족에는 아무 {neuromefos_name}이나 받아 주지 않는다.
Vampire Orchid Fun Fact,피를 전부 흡수하고 남은 사체는 다음 희생자를 유인하는 미끼로 쓴다.
Imprisoned One Fun Fact,다리는 보기보다 약하다.
Neuromefos Coocoo Fun Fact,촉수를 씻는 모습을 본 유일한 {neuromefos_name}이다.
Neuromefos Shadow Moth Fun Fact,{neuromefos_name}은(는) {shadow_moth_name}에게 배럴 롤을 가르치는 데 성공했다.
Neuromefos Masked Howler Fun Fact,도구와 안장은 다른 {neuromefos_name}이(가) 만들어 준다.
Aberration Omega Fun Fact,가늠할 수 없는 힘을 지녔으면서도 언제나 창조자에게 충성한다... 하지만 언제까지일까?
Phytopod Fun Fact,식물의 주된 역할은 내부 액체에 산소를 공급하는 것 같다.
Aberrant Hound Fun Fact,심장 소리가 워낙 커서 가까이 가지 않아도 들을 수 있다.
Surgeon Fun Fact,은신처 한쪽의 흔적으로 보아 스스로 혹독한 신체 단련을 했던 듯하다.
Vespalisk Fun Fact,생물 발광 크리처에게 더욱 공격적으로 반응한다.
Carchanon Fun Fact,발톱이 놀라울 만큼 빠르게 다시 자란다.
Carchalisk Fun Fact v2,{carchanon_name}의 발톱처럼 독침도 거의 즉시 재생된다. 덕분에 찌를 때마다 상처에 독침을 남기면서 연달아 공격할 수 있다.
Blue Greatshell Fun Fact,초목이 무성한 지역에서는 비교적 흔하게 발견되는 듯하다.
Defect Fun Fact,첨부된 쪽은 외과의의 수수께끼 같은 수첩에서 가져왔다.
Kai Titan Fun Fact,몸집이 엄청나게 커졌는데도 더 많은 먹이를 필요로 하지는 않는다.
Masquerade Spider Fun Fact,{masquerade_spider_name}끼리 영역 다툼이 벌어지면 어느 쪽의 인형이 더 멋진지로 승부를 가린다.
